chr	start	gain.overall	gain.clonal	gain.subclonal	loss.overall	loss.clonal	loss.subclonal	LOH.overall	LOH.clonal	LOH.subclonal	AI.overall	AI.clonal	AI.subclonal	end
1	880238	0.214285714285714	0	0.214285714285714	0.5	0.0714285714285714	0.428571428571429	0.428571428571429	0.142857142857143	0.285714285714286	0.642857142857143	0.214285714285714	0.428571428571429	1004212
1	1004212	0.214285714285714	0	0.214285714285714	0.5	0.0714285714285714	0.428571428571429	0.428571428571429	0.142857142857143	0.285714285714286	0.642857142857143	0.214285714285714	0.428571428571429	1007866.5
1	1007866.5	0.214285714285714	0	0.214285714285714	0.5	0.0714285714285714	0.428571428571429	0.428571428571429	0.142857142857143	0.285714285714286	0.642857142857143	0.214285714285714	0.428571428571429	1008493.5
1	1008493.5	0.214285714285714	0	0.214285714285714	0.5	0.0714285714285714	0.428571428571429	0.428571428571429	0.142857142857143	0.285714285714286	0.642857142857143	0.214285714285714	0.428571428571429	1151734.5
1	1151734.5	0.214285714285714	0	0.214285714285714	0.5	0.0714285714285714	0.428571428571429	0.428571428571429	0.0714285714285714	0.357142857142857	0.642857142857143	0.214285714285714	0.428571428571429	1291173.5
1	1291173.5	0.285714285714286	0	0.285714285714286	0.5	0.0714285714285714	0.428571428571429	0.428571428571429	0.0714285714285714	0.357142857142857	0.642857142857143	0.214285714285714	0.428571428571429	1299328.5
1	1299328.5	0.285714285714286	0	0.285714285714286	0.5	0.0714285714285714	0.428571428571429	0.428571428571429	0.0714285714285714	0.357142857142857	0.642857142857143	0.214285714285714	0.428571428571429	1338125
1	1338125	0.285714285714286	0	0.285714285714286	0.5	0.0714285714285714	0.428571428571429	0.428571428571429	0.0714285714285714	0.357142857142857	0.642857142857143	0.214285714285714	0.428571428571429	1348870.5
1	1348870.5	0.214285714285714	0	0.214285714285714	0.5	0.142857142857143	0.357142857142857	0.357142857142857	0.0714285714285714	0.285714285714286	0.642857142857143	0.214285714285714	0.428571428571429	1404132.5
1	1404132.5	0.214285714285714	0	0.214285714285714	0.5	0.142857142857143	0.357142857142857	0.357142857142857	0	0.357142857142857	0.642857142857143	0.142857142857143	0.5	1567149.5
1	1567149.5	0.214285714285714	0	0.214285714285714	0.5	0.142857142857143	0.357142857142857	0.357142857142857	0	0.357142857142857	0.642857142857143	0.142857142857143	0.5	1572995.5
1	1572995.5	0.214285714285714	0	0.214285714285714	0.5	0.142857142857143	0.357142857142857	0.357142857142857	0	0.357142857142857	0.642857142857143	0.142857142857143	0.5	1582154
1	1582154	0.214285714285714	0	0.214285714285714	0.5	0.142857142857143	0.357142857142857	0.357142857142857	0	0.357142857142857	0.642857142857143	0.142857142857143	0.5	1636159
1	1636159	0.214285714285714	0	0.214285714285714	0.5	0.142857142857143	0.357142857142857	0.357142857142857	0	0.357142857142857	0.642857142857143	0.142857142857143	0.5	1641409
1	1641409	0.214285714285714	0	0.214285714285714	0.5	0.142857142857143	0.357142857142857	0.357142857142857	0	0.357142857142857	0.642857142857143	0.142857142857143	0.5	1641716.5
1	1641716.5	0.214285714285714	0	0.214285714285714	0.5	0.142857142857143	0.357142857142857	0.357142857142857	0	0.357142857142857	0.642857142857143	0.142857142857143	0.5	1642044
1	1642044	0.214285714285714	0	0.214285714285714	0.5	0.142857142857143	0.357142857142857	0.285714285714286	0	0.285714285714286	0.642857142857143	0.142857142857143	0.5	1651962
1	1651962	0.214285714285714	0	0.214285714285714	0.5	0.142857142857143	0.357142857142857	0.285714285714286	0	0.285714285714286	0.642857142857143	0.142857142857143	0.5	1657338
1	1657338	0.214285714285714	0	0.214285714285714	0.5	0.142857142857143	0.357142857142857	0.285714285714286	0.0714285714285714	0.214285714285714	0.642857142857143	0.214285714285714	0.428571428571429	1657375.5
1	1657375.5	0.214285714285714	0	0.214285714285714	0.5	0.142857142857143	0.357142857142857	0.285714285714286	0.0714285714285714	0.214285714285714	0.642857142857143	0.214285714285714	0.428571428571429	1657402.5
1	1657402.5	0.214285714285714	0	0.214285714285714	0.5	0.142857142857143	0.357142857142857	0.357142857142857	0.0714285714285714	0.285714285714286	0.642857142857143	0.214285714285714	0.428571428571429	1750384
1	1750384	0.214285714285714	0	0.214285714285714	0.5	0.142857142857143	0.357142857142857	0.428571428571429	0.0714285714285714	0.357142857142857	0.642857142857143	0.214285714285714	0.428571428571429	1778212.5
